OBJECTID,RELI,E_KOORD,E_ZENTER,N_KOORD,N_ZENTER,B20BM14,B20BM15,B20BM16,B20BM17,B20BM18,B20BM19,M_TOT,B20BW14,B20BW15,B20BW16,B20BW17,B20BW18,B20BW19,W_TOT,TOT
1998,68422491,2684200,2684250,1249100,1249150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,68422455,2684200,2684250,1245500,1245550,3,3,3,6,4,3,22,3,7,11,19,4,7,51,73
2000,68422537,2684200,2684250,1253700,1253750,3,0,0,3,0,0,6,3,0,0,0,0,0,3,9
2001,68432484,2684300,2684350,1248400,1248450,3,4,3,3,0,3,16,3,6,3,4,0,0,16,32
2002,68442510,2684400,2684450,1251000,1251050,3,0,3,0,0,0,6,3,0,0,3,0,0,6,12
2003,68442486,2684400,2684450,1248600,1248650,0,0,0,3,3,0,6,3,0,3,3,3,0,12,18
2004,68442508,2684400,2684450,1250800,1250850,0,3,3,3,0,3,12,3,3,3,3,3,0,15,27
2005,68442483,2684400,2684450,1248300,1248350,0,0,0,3,0,0,3,0,0,3,3,0,0,6,9
2006,68452459,2684500,2684550,1245900,1245950,3,3,0,0,0,0,6,3,0,0,3,3,0,9,15
2007,68452488,2684500,2684550,1248800,1248850,0,3,3,3,0,3,12,0,3,3,3,0,0,9,21
2008,68452522,2684500,2684550,1252200,1252250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,68462485,2684600,2684650,1248500,1248550,0,3,3,3,0,0,9,3,3,3,3,0,0,12,21
2010,68462513,2684600,2684650,1251300,1251350,0,3,3,3,3,0,12,3,3,3,3,0,3,15,27
2011,68462521,2684600,2684650,1252100,1252150,3,3,0,3,0,0,9,3,3,3,0,0,0,9,18
2012,68462480,2684600,2684650,1248000,1248050,3,3,0,0,0,0,6,0,3,0,0,3,0,6,12
2013,68462475,2684600,2684650,1247500,1247550,3,0,3,0,0,0,6,0,0,3,0,0,0,3,9
2014,68472460,2684700,2684750,1246000,1246050,0,3,5,3,0,3,14,3,3,3,3,3,3,18,32
2015,68472516,2684700,2684750,1251600,1251650,3,3,0,3,3,0,12,3,7,3,3,3,3,22,34
2016,68482511,2684800,2684850,1251100,1251150,3,3,0,0,0,0,6,0,3,0,0,0,0,3,9
2017,68482469,2684800,2684850,1246900,1246950,5,3,3,0,0,0,11,3,5,3,0,0,3,14,25
2018,68492453,2684900,2684950,1245300,1245350,0,3,0,3,0,0,6,3,0,0,0,0,0,3,9
2019,68502466,2685000,2685050,1246600,1246650,0,0,0,0,0,0,0,3,0,0,0,3,0,6,6
2020,68502463,2685000,2685050,1246300,1246350,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
2021,68502473,2685000,2685050,1247300,1247350,3,3,3,3,3,0,15,3,3,3,3,3,0,15,30
2022,68502460,2685000,2685050,1246000,1246050,4,3,3,3,3,0,16,3,3,3,3,3,0,15,31
2023,68512447,2685100,2685150,1244700,1244750,3,0,0,0,3,0,6,3,3,0,3,0,0,9,15
2024,68522513,2685200,2685250,1251300,1251350,3,3,5,3,0,0,14,3,4,3,3,3,0,16,30
2025,68522459,2685200,2685250,1245900,1245950,3,3,0,0,3,0,9,3,3,3,3,0,3,15,24
2026,68532447,2685300,2685350,1244700,1244750,0,0,3,3,0,0,6,0,3,0,3,0,0,6,12
2027,68532519,2685300,2685350,1251900,1251950,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3
2028,68542523,2685400,2685450,1252300,1252350,0,0,3,0,0,0,3,0,3,0,0,0,0,3,6
2029,68542481,2685400,2685450,1248100,1248150,3,3,3,0,0,0,9,3,3,0,3,3,0,12,21
2030,68542472,2685400,2685450,1247200,1247250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,68552482,2685500,2685550,1248200,1248250,0,0,3,0,0,0,3,0,0,0,0,3,0,3,6
2032,68552506,2685500,2685550,1250600,1250650,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3
2033,68562466,2685600,2685650,1246600,1246650,0,0,0,0,0,0,0,3,0,3,0,0,0,6,6
2034,68572487,2685700,2685750,1248700,1248750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,68572510,2685700,2685750,1251000,1251050,3,0,3,3,0,0,9,0,3,0,3,3,3,12,21
2036,68582447,2685800,2685850,1244700,1244750,3,3,3,0,0,3,12,3,3,3,0,3,0,12,24
2037,68602512,2686000,2686050,1251200,1251250,3,0,3,3,0,3,12,3,3,3,0,0,0,9,21
2038,68602448,2686000,2686050,1244800,1244850,0,3,0,0,0,0,3,3,3,3,3,0,0,12,15
2039,68612515,2686100,2686150,1251500,1251550,5,3,0,3,0,0,11,3,3,0,3,3,0,12,23
2040,68612513,2686100,2686150,1251300,1251350,5,4,3,3,3,0,18,6,5,3,4,3,3,24,42
2041,68622462,2686200,2686250,1246200,1246250,3,3,0,3,3,0,12,3,0,3,3,0,0,9,21
2042,68622452,2686200,2686250,1245200,1245250,0,0,3,0,0,0,3,3,3,0,0,0,0,6,9
2043,68632507,2686300,2686350,1250700,1250750,0,3,3,0,0,0,6,0,3,4,0,0,3,10,16
2044,68632506,2686300,2686350,1250600,1250650,0,3,0,0,0,0,3,3,3,0,3,0,3,12,15
2045,68692457,2686900,2686950,1245700,1245750,3,3,3,3,3,3,18,3,4,3,3,3,3,19,37
2046,68692460,2686900,2686950,1246000,1246050,3,3,3,3,3,0,15,4,3,4,3,3,3,20,35
2047,68692510,2686900,2686950,1251000,1251050,3,5,0,0,0,0,8,4,3,0,0,0,0,7,15
2048,68702506,2687000,2687050,1250600,1250650,3,0,0,0,0,0,3,3,0,3,3,0,3,12,15
2049,68712502,2687100,2687150,1250200,1250250,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
2050,68722512,2687200,2687250,1251200,1251250,3,0,3,0,0,0,6,3,3,3,0,3,3,15,21
2051,68752460,2687500,2687550,1246000,1246050,3,3,3,0,0,3,12,3,3,4,3,0,3,16,28
2052,68752462,2687500,2687550,1246200,1246250,0,0,3,0,0,0,3,0,0,3,0,0,3,6,9
2053,68762456,2687600,2687650,1245600,1245650,3,3,3,0,3,0,12,3,3,3,3,0,0,12,24
2054,68772458,2687700,2687750,1245800,1245850,0,0,3,3,3,3,12,0,0,3,3,3,3,12,24
2055,68782463,2687800,2687850,1246300,1246350,3,3,3,3,0,0,12,3,3,3,0,0,3,12,24
2056,68002505,2680000,2680050,1250500,1250550,4,0,3,3,3,3,16,4,5,4,3,3,3,22,38
2057,68002458,2680000,2680050,1245800,1245850,0,3,3,3,0,0,9,3,0,3,3,0,0,9,18
2058,68012483,2680100,2680150,1248300,1248350,3,3,0,0,0,0,6,3,0,0,3,0,3,9,15
2059,68012506,2680100,2680150,1250600,1250650,3,0,3,0,0,3,9,3,0,3,3,0,0,9,18
2060,68012503,2680100,2680150,1250300,1250350,0,0,3,0,0,0,3,3,3,0,0,0,0,6,9
2061,68012478,2680100,2680150,1247800,1247850,8,7,5,5,4,3,32,7,6,7,4,3,3,30,62
2062,68012468,2680100,2680150,1246800,1246850,3,0,3,3,3,0,12,3,3,3,0,3,3,15,27
2063,68012480,2680100,2680150,1248000,1248050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,68022471,2680200,2680250,1247100,1247150,3,3,3,0,3,3,15,5,7,9,3,3,3,30,45
2065,68022484,2680200,2680250,1248400,1248450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,68032508,2680300,2680350,1250800,1250850,3,0,3,3,0,3,12,0,0,5,3,0,3,11,23
2067,68032466,2680300,2680350,1246600,1246650,4,3,3,0,3,0,13,3,3,3,0,3,0,12,25
2068,68032467,2680300,2680350,1246700,1246750,3,3,3,3,3,0,15,3,4,6,3,0,3,19,34
2069,68032475,2680300,2680350,1247500,1247550,3,3,3,3,0,0,12,3,3,4,3,4,3,20,32
2070,68032474,2680300,2680350,1247400,1247450,3,3,3,3,3,3,18,5,3,3,4,3,3,21,39
2071,68032482,2680300,2680350,1248200,1248250,3,3,3,0,3,3,15,5,3,3,3,3,5,22,37
2072,68042505,2680400,2680450,1250500,1250550,3,4,0,3,0,3,13,3,3,3,3,0,3,15,28
2073,68052467,2680500,2680550,1246700,1246750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,68062524,2680600,2680650,1252400,1252450,3,3,3,3,0,0,12,4,3,4,3,3,3,20,32
2075,68062463,2680600,2680650,1246300,1246350,3,0,0,0,0,3,6,0,0,3,0,3,0,6,12
2076,68072522,2680700,2680750,1252200,1252250,3,0,0,0,3,0,6,4,3,3,3,3,0,16,22
2077,68072498,2680700,2680750,1249800,1249850,3,0,3,0,0,0,6,3,3,0,0,0,3,9,15
2078,68072467,2680700,2680750,1246700,1246750,3,4,3,3,3,0,16,5,3,0,3,4,3,18,34
2079,68072459,2680700,2680750,1245900,1245950,3,3,3,3,3,0,15,3,7,3,3,4,0,20,35
2080,68072525,2680700,2680750,1252500,1252550,3,3,0,0,3,0,9,3,3,3,0,3,3,15,24
2081,68072465,2680700,2680750,1246500,1246550,3,3,0,0,0,0,6,3,0,0,0,0,3,6,12
2082,68082469,2680800,2680850,1246900,1246950,0,3,0,3,3,0,9,3,3,5,4,3,3,21,30
2083,68082487,2680800,2680850,1248700,1248750,3,3,3,3,0,0,12,4,3,3,3,0,0,13,25
2084,68082451,2680800,2680850,1245100,1245150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,68082525,2680800,2680850,1252500,1252550,5,4,4,4,3,3,23,7,4,7,6,4,3,31,54
2086,68092456,2680900,2680950,1245600,1245650,3,4,3,3,3,0,16,3,3,3,3,0,0,12,28
2087,68092525,2680900,2680950,1252500,1252550,3,3,3,0,3,0,12,0,3,3,0,3,0,9,21
2088,68092466,2680900,2680950,1246600,1246650,5,3,3,3,3,3,20,3,3,3,6,9,3,27,47
2089,68092472,2680900,2680950,1247200,1247250,3,3,3,0,3,0,12,6,3,4,3,0,0,16,28
2090,68102524,2681000,2681050,1252400,1252450,0,3,3,3,3,0,12,3,3,3,3,3,3,18,30
2091,68102476,2681000,2681050,1247600,1247650,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
2092,68112453,2681100,2681150,1245300,1245350,0,3,0,3,0,0,6,0,0,0,3,0,0,3,9
2093,68112431,2681100,2681150,1243100,1243150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,68112429,2681100,2681150,1242900,1242950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2095,68132475,2681300,2681350,1247500,1247550,0,3,3,0,3,0,9,3,0,0,0,0,0,3,12
2096,68142479,2681400,2681450,1247900,1247950,7,4,5,3,3,3,25,10,7,4,3,3,0,27,52
2097,68142468,2681400,2681450,1246800,1246850,3,3,3,0,3,0,12,3,3,3,3,3,0,15,27
2098,68152468,2681500,2681550,1246800,1246850,3,0,0,0,0,0,3,0,0,0,0,3,0,3,6
2099,68152430,2681500,2681550,1243000,1243050,3,3,3,3,0,0,12,3,3,3,0,0,0,9,21
2100,68152419,2681500,2681550,1241900,1241950,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3
2101,68152518,2681500,2681550,1251800,1251850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,68162494,2681600,2681650,1249400,1249450,0,3,0,0,0,0,3,0,3,3,0,0,0,6,9
2103,68162482,2681600,2681650,1248200,1248250,4,0,3,0,0,0,7,0,0,0,0,0,0,0,7
2104,68172491,2681700,2681750,1249100,1249150,3,3,0,0,0,0,6,0,0,0,0,0,0,0,6
2105,68182472,2681800,2681850,1247200,1247250,0,3,0,3,0,0,6,0,3,0,0,3,3,9,15
2106,68182465,2681800,2681850,1246500,1246550,6,3,3,3,3,0,18,4,3,0,3,3,0,13,31
2107,68192497,2681900,2681950,1249700,1249750,3,3,3,0,0,0,9,3,3,3,3,0,0,12,21
2108,68192477,2681900,2681950,1247700,1247750,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
2109,68192489,2681900,2681950,1248900,1248950,3,3,0,3,0,0,9,0,0,3,0,0,3,6,15
2110,68192458,2681900,2681950,1245800,1245850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2111,68192493,2681900,2681950,1249300,1249350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2112,68192446,2681900,2681950,1244600,1244650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2113,68202475,2682000,2682050,1247500,1247550,4,3,4,3,0,0,14,7,4,3,0,0,0,14,28
2114,68202470,2682000,2682050,1247000,1247050,0,0,3,0,0,0,3,0,0,3,3,0,0,6,9
2115,68212438,2682100,2682150,1243800,1243850,0,0,3,3,3,3,12,3,3,3,4,3,3,19,31
2116,68212474,2682100,2682150,1247400,1247450,3,3,3,0,0,0,9,3,3,0,0,3,0,9,18
2117,68212482,2682100,2682150,1248200,1248250,8,7,5,3,3,0,26,3,6,3,3,0,0,15,41
2118,68222460,2682200,2682250,1246000,1246050,3,3,3,3,0,0,12,0,3,3,3,0,0,9,21
2119,68222473,2682200,2682250,1247300,1247350,3,0,0,0,3,0,6,3,0,3,0,0,0,6,12
2120,68232520,2682300,2682350,1252000,1252050,3,3,3,3,0,0,12,3,3,3,0,3,0,12,24
2121,68232483,2682300,2682350,1248300,1248350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2122,68232448,2682300,2682350,1244800,1244850,7,3,3,3,0,0,16,4,3,3,0,3,3,16,32
2123,68242477,2682400,2682450,1247700,1247750,3,3,3,0,3,0,12,0,3,3,3,0,0,9,21
2124,68252523,2682500,2682550,1252300,1252350,3,0,3,0,0,0,6,3,3,3,3,0,0,12,18
2125,68252500,2682500,2682550,1250000,1250050,3,3,0,3,0,0,9,3,3,3,3,3,0,15,24
2126,68252436,2682500,2682550,1243600,1243650,3,3,0,0,0,0,6,3,3,3,3,0,0,12,18
2127,68252443,2682500,2682550,1244300,1244350,4,3,6,3,6,3,25,6,7,7,13,9,9,51,76
2128,68262486,2682600,2682650,1248600,1248650,4,3,0,0,0,0,7,0,3,0,0,0,0,3,10
2129,68262449,2682600,2682650,1244900,1244950,0,3,0,3,3,0,9,3,0,0,3,3,0,9,18
2130,68262516,2682600,2682650,1251600,1251650,3,3,3,0,0,0,9,3,6,3,3,3,0,18,27
2131,68262432,2682600,2682650,1243200,1243250,3,3,3,3,3,3,18,3,0,4,3,0,3,13,31
2132,68262467,2682600,2682650,1246700,1246750,3,3,0,0,0,0,6,3,3,0,0,0,3,9,15
2133,68262470,2682600,2682650,1247000,1247050,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3
2134,68272495,2682700,2682750,1249500,1249550,3,3,0,0,3,0,9,3,3,0,0,3,0,9,18
2135,68272499,2682700,2682750,1249900,1249950,4,3,3,3,3,3,19,9,3,3,3,3,3,24,43
2136,68272471,2682700,2682750,1247100,1247150,3,0,0,0,0,0,3,3,0,0,0,0,0,3,6
2137,68272478,2682700,2682750,1247800,1247850,3,0,0,3,0,0,6,0,0,0,0,0,0,0,6
2138,68272536,2682700,2682750,1253600,1253650,3,0,3,0,3,0,9,3,0,3,3,0,0,9,18
2139,68272530,2682700,2682750,1253000,1253050,0,3,3,0,3,0,9,3,0,0,3,3,0,9,18
2140,68282428,2682800,2682850,1242800,1242850,4,0,3,3,3,0,13,3,5,5,0,3,3,19,32
2141,68282503,2682800,2682850,1250300,1250350,5,5,5,3,0,0,18,4,3,3,3,3,3,19,37
2142,68282516,2682800,2682850,1251600,1251650,4,3,0,0,0,3,10,3,3,3,0,3,0,12,22
2143,68282533,2682800,2682850,1253300,1253350,0,3,3,3,0,0,9,3,3,0,3,0,0,9,18
2144,68282435,2682800,2682850,1243500,1243550,3,3,3,0,0,0,9,3,0,0,0,3,3,9,18
2145,68282454,2682800,2682850,1245400,1245450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146,68282506,2682800,2682850,1250600,1250650,0,0,3,0,0,3,6,0,0,0,3,0,3,6,12
2147,68282514,2682800,2682850,1251400,1251450,3,0,0,3,0,0,6,4,0,3,0,3,3,13,19
2148,68282482,2682800,2682850,1248200,1248250,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
2149,68282525,2682800,2682850,1252500,1252550,3,0,0,3,3,0,9,3,0,3,3,3,3,15,24
2150,68282513,2682800,2682850,1251300,1251350,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3
2151,68282520,2682800,2682850,1252000,1252050,0,0,3,0,0,0,3,0,3,0,0,0,0,3,6
2152,68282437,2682800,2682850,1243700,1243750,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
2153,68292491,2682900,2682950,1249100,1249150,3,4,3,0,0,3,13,3,3,3,3,3,0,15,28
2154,68292435,2682900,2682950,1243500,1243550,3,3,0,0,0,3,9,3,3,3,3,3,0,15,24
2155,68292474,2682900,2682950,1247400,1247450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2156,68292507,2682900,2682950,1250700,1250750,0,3,0,0,0,0,3,0,0,3,0,0,3,6,9
2157,68292539,2682900,2682950,1253900,1253950,3,3,3,0,3,3,15,3,3,0,3,3,0,12,27
2158,68292532,2682900,2682950,1253200,1253250,3,0,3,3,0,0,9,0,3,3,3,3,0,12,21
2159,68302534,2683000,2683050,1253400,1253450,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
2160,68312471,2683100,2683150,1247100,1247150,67,53,39,21,19,20,219,51,48,44,57,81,102,383,602
2161,68312491,2683100,2683150,1249100,1249150,3,3,3,3,0,0,12,0,3,3,3,3,3,15,27
2162,68312512,2683100,2683150,1251200,1251250,0,0,0,3,0,0,3,0,0,0,3,0,0,3,6
2163,68312498,2683100,2683150,1249800,1249850,3,3,5,3,0,3,17,6,3,5,0,3,3,20,37
2164,68312539,2683100,2683150,1253900,1253950,0,3,3,4,0,3,13,3,3,3,0,3,0,12,25
2165,68312435,2683100,2683150,1243500,1243550,0,3,0,0,0,0,3,0,3,0,0,0,0,3,6
2166,68312510,2683100,2683150,1251000,1251050,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
2167,68312429,2683100,2683150,1242900,1242950,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
2168,68322500,2683200,2683250,1250000,1250050,7,3,3,0,3,0,16,3,4,5,3,3,3,21,37
2169,68322534,2683200,2683250,1253400,1253450,3,3,0,0,0,0,6,3,0,0,0,0,0,3,9
2170,68322516,2683200,2683250,1251600,1251650,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3
2171,68322526,2683200,2683250,1252600,1252650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2172,68332535,2683300,2683350,1253500,1253550,3,3,3,3,0,0,12,3,0,3,3,0,0,9,21
2173,68332498,2683300,2683350,1249800,1249850,3,3,0,3,0,0,9,3,3,3,0,0,0,9,18
2174,68342525,2683400,2683450,1252500,1252550,3,3,0,0,0,3,9,5,3,3,0,0,3,14,23
2175,68342524,2683400,2683450,1252400,1252450,3,9,7,3,0,0,22,6,6,8,4,3,3,30,52
2176,68352494,2683500,2683550,1249400,1249450,3,3,3,0,3,0,12,3,3,3,4,3,0,16,28
2177,68352473,2683500,2683550,1247300,1247350,7,5,7,3,3,3,28,3,4,3,5,3,0,18,46
2178,68352534,2683500,2683550,1253400,1253450,0,3,3,0,0,0,6,0,0,3,3,0,3,9,15
2179,68362506,2683600,2683650,1250600,1250650,0,0,0,0,3,0,3,0,3,0,0,3,0,6,9
2180,68362538,2683600,2683650,1253800,1253850,3,3,0,0,0,0,6,3,0,0,0,0,0,3,9
2181,68362470,2683600,2683650,1247000,1247050,3,0,3,0,0,0,6,3,3,0,0,0,0,6,12
2182,68362509,2683600,2683650,1250900,1250950,3,3,3,3,3,0,15,3,3,3,0,0,3,12,27
2183,68362513,2683600,2683650,1251300,1251350,3,0,3,3,0,0,9,3,3,3,3,0,3,15,24
2184,68362525,2683600,2683650,1252500,1252550,3,3,0,3,0,0,9,3,3,0,0,0,0,6,15
2185,68362534,2683600,2683650,1253400,1253450,0,5,0,3,0,0,8,3,3,3,0,0,0,9,17
2186,68362497,2683600,2683650,1249700,1249750,3,3,8,3,15,4,36,3,7,16,19,33,36,114,150
2187,68372529,2683700,2683750,1252900,1252950,4,7,3,4,3,3,24,11,5,5,3,4,3,31,55
2188,68372471,2683700,2683750,1247100,1247150,3,0,0,0,0,0,3,3,0,0,0,0,0,3,6
2189,68372497,2683700,2683750,1249700,1249750,0,3,3,3,3,3,15,0,4,6,9,5,5,29,44
2190,68382493,2683800,2683850,1249300,1249350,3,3,3,3,3,3,18,4,0,3,0,3,0,10,28
2191,68382469,2683800,2683850,1246900,1246950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2192,68382468,2683800,2683850,1246800,1246850,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6
2193,68392535,2683900,2683950,1253500,1253550,3,4,4,3,3,0,17,7,3,3,4,4,0,21,38
2194,68392467,2683900,2683950,1246700,1246750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2195,68392457,2683900,2683950,1245700,1245750,0,0,0,0,0,3,3,0,0,0,0,3,0,3,6
2196,68402461,2684000,2684050,1246100,1246150,4,3,4,3,3,0,17,3,3,5,3,3,3,20,37
2197,68402466,2684000,2684050,1246600,1246650,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
2198,68402491,2684000,2684050,1249100,1249150,3,4,0,3,3,0,13,0,0,3,3,0,0,6,19
2199,68402530,2684000,2684050,1253000,1253050,3,0,0,3,3,0,9,0,3,3,3,3,3,15,24
2200,68402486,2684000,2684050,1248600,1248650,3,3,3,0,0,0,9,3,3,3,3,0,0,12,21
2201,68402498,2684000,2684050,1249800,1249850,3,0,0,3,0,0,6,3,0,3,3,0,0,9,15
2202,68402457,2684000,2684050,1245700,1245750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,68402456,2684000,2684050,1245600,1245650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2204,68412481,2684100,2684150,1248100,1248150,3,3,5,3,0,0,14,3,3,3,0,0,3,12,26
2205,68412467,2684100,2684150,1246700,1246750,3,4,3,3,3,3,19,3,3,3,0,0,3,12,31
2206,68412485,2684100,2684150,1248500,1248550,0,3,0,0,0,0,3,3,3,3,3,3,0,15,18
2207,68412484,2684100,2684150,1248400,1248450,3,3,3,3,0,0,12,3,3,3,3,3,0,15,27
2208,68412514,2684100,2684150,1251400,1251450,3,3,0,0,3,3,12,3,3,3,0,0,0,9,21
2209,68412455,2684100,2684150,1245500,1245550,0,0,3,0,0,0,3,0,3,0,3,0,0,6,9
2210,68422456,2684200,2684250,1245600,1245650,4,4,3,3,3,3,20,4,5,5,3,3,0,20,40
2211,68422535,2684200,2684250,1253500,1253550,3,3,0,0,3,0,9,0,3,0,0,3,0,6,15
2212,68432506,2684300,2684350,1250600,1250650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2213,68432479,2684300,2684350,1247900,1247950,3,3,0,3,0,0,9,3,3,3,3,0,0,12,21
2214,68432490,2684300,2684350,1249000,1249050,3,3,0,0,0,0,6,0,0,3,0,0,0,3,9
2215,68432489,2684300,2684350,1248900,1248950,0,0,3,3,3,0,9,3,3,3,3,0,0,12,21
2216,68432459,2684300,2684350,1245900,1245950,3,3,3,3,0,0,12,3,5,3,3,0,0,14,26
2217,68432474,2684300,2684350,1247400,1247450,3,0,0,3,3,0,9,3,3,0,3,0,0,9,18
2218,68442453,2684400,2684450,1245300,1245350,3,3,0,0,3,0,9,7,3,3,3,0,0,16,25
2219,68442465,2684400,2684450,1246500,1246550,5,6,0,3,0,0,14,13,5,7,3,3,3,34,48
2220,68442480,2684400,2684450,1248000,1248050,5,3,0,3,0,0,11,3,4,8,8,3,3,29,40
2221,68442457,2684400,2684450,1245700,1245750,3,3,3,4,0,0,13,4,8,3,3,0,0,18,31
2222,68442520,2684400,2684450,1252000,1252050,3,0,0,0,0,0,3,0,0,3,0,0,0,3,6
2223,68452515,2684500,2684550,1251500,1251550,3,3,0,4,3,3,16,3,3,3,4,3,0,16,32
2224,68452483,2684500,2684550,1248300,1248350,4,4,5,0,3,3,19,5,6,4,8,8,5,36,55
2225,68472477,2684700,2684750,1247700,1247750,0,3,3,3,0,0,9,4,5,4,3,0,0,16,25
2226,68472463,2684700,2684750,1246300,1246350,3,3,3,0,0,3,12,3,3,3,0,0,0,9,21
2227,68482516,2684800,2684850,1251600,1251650,3,3,3,0,0,0,9,3,3,3,3,3,0,15,24
2228,68482476,2684800,2684850,1247600,1247650,3,0,3,0,0,0,6,0,3,0,0,0,0,3,9
2229,68482465,2684800,2684850,1246500,1246550,3,3,0,3,0,0,9,0,3,0,0,3,0,6,15
2230,68492454,2684900,2684950,1245400,1245450,0,0,3,3,0,3,9,0,3,0,3,3,7,16,25
2231,68492452,2684900,2684950,1245200,1245250,3,3,0,0,0,0,6,3,0,3,0,0,0,6,12
2232,68512511,2685100,2685150,1251100,1251150,4,4,3,3,3,3,20,4,4,6,3,3,3,23,43
2233,68512509,2685100,2685150,1250900,1250950,3,3,3,3,0,0,12,3,3,3,3,3,0,15,27
2234,68512455,2685100,2685150,1245500,1245550,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3
2235,68512451,2685100,2685150,1245100,1245150,3,0,0,0,0,0,3,4,0,0,0,0,0,4,7
2236,68512483,2685100,2685150,1248300,1248350,0,0,0,0,0,3,3,0,0,0,0,0,3,3,6
2237,68512457,2685100,2685150,1245700,1245750,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3
2238,68522509,2685200,2685250,1250900,1250950,3,3,0,0,0,0,6,0,3,3,0,0,0,6,12
2239,68522516,2685200,2685250,1251600,1251650,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
2240,68522448,2685200,2685250,1244800,1244850,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3
2241,68522464,2685200,2685250,1246400,1246450,3,3,0,3,3,0,12,3,3,3,0,3,0,12,24
2242,68522469,2685200,2685250,1246900,1246950,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3
2243,68532508,2685300,2685350,1250800,1250850,3,3,3,0,3,0,12,3,3,3,3,0,0,12,24
2244,68542466,2685400,2685450,1246600,1246650,3,0,3,0,3,0,9,3,0,3,3,0,3,12,21
2245,68542509,2685400,2685450,1250900,1250950,3,0,0,3,0,0,6,0,0,3,0,0,0,3,9
2246,68542461,2685400,2685450,1246100,1246150,3,3,3,0,3,0,12,4,4,3,3,0,0,14,26
2247,68542462,2685400,2685450,1246200,1246250,3,3,0,0,3,0,9,3,0,0,4,0,0,7,16
2248,68542459,2685400,2685450,1245900,1245950,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
2249,68552473,2685500,2685550,1247300,1247350,0,3,0,0,0,0,3,3,0,0,0,0,0,3,6
2250,68552474,2685500,2685550,1247400,1247450,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
2251,68562486,2685600,2685650,1248600,1248650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2252,68592512,2685900,2685950,1251200,1251250,4,3,3,3,0,0,13,6,3,3,3,0,0,15,28
2253,68592514,2685900,2685950,1251400,1251450,3,3,0,0,0,0,6,5,3,3,0,0,0,11,17
2254,68592506,2685900,2685950,1250600,1250650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2255,68592511,2685900,2685950,1251100,1251150,3,3,3,3,0,0,12,5,3,3,0,0,0,11,23
2256,68592459,2685900,2685950,1245900,1245950,3,3,3,0,0,0,9,0,3,0,0,0,0,3,12
2257,68592507,2685900,2685950,1250700,1250750,3,0,0,0,0,0,3,3,0,0,0,0,0,3,6
2258,68622456,2686200,2686250,1245600,1245650,4,3,3,0,0,0,10,3,3,3,0,3,0,12,22
